fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.7,0.44,0.31,1.9,0.03,0.041,0.104,990,3.29,0.62,12.6,7,white
10,0.23,0.27,14.1,0.033,0.045,0.166,998.8,2.72,0.43,9.7,6,white
7.4,0.21,0.3,7.9,0.039,0.014,0.118,994.2,2.96,0.34,10.4,5,white
8.8,0.23,0.35,10.7,0.04,0.026,0.183,998.4,2.93,0.49,9.1,6,white
7.8,0.34,0.27,1.2,0.04,0.025,0.106,993.2,3.01,0.55,10.4,5,white
7.9,0.26,0.33,10.3,0.039,0.073,0.212,996.9,2.93,0.49,9.5,6,white
7.5,0.29,0.67,8.1,0.037,0.053,0.166,996.6,2.9,0.41,8.9,6,white
6,0.28,0.35,1.9,0.037,0.016,0.12,993.3,3.16,0.69,10.6,5,white
7.9,0.37,0.3,2.7,0.029,0.064,0.158,991.6,3.12,0.59,12,7,white
7.2,0.36,0.36,5.7,0.038,0.026,0.098,991.4,2.93,0.59,12.5,7,white
7.6,0.13,0.34,9.3,0.062,0.04,0.126,996.6,3.21,0.39,9.6,5,white
6.6,0.25,0.36,8.1,0.045,0.054,0.18,995.8,3.08,0.42,9.2,5,white
7.1,0.18,0.26,1.3,0.041,0.02,0.071,992.6,3.04,0.74,9.9,6,white
7.9,0.3,0.27,8.5,0.036,0.02,0.112,993.9,2.96,0.46,11.7,6,white
8.3,0.23,0.3,2.1,0.049,0.021,0.153,995.3,3.09,0.5,9.6,6,white
6.8,0.43,0.3,3.5,0.033,0.027,0.135,990.6,3,0.37,12,6,white
7.2,0.36,0.36,5.7,0.038,0.026,0.098,991.4,2.93,0.59,12.5,7,white
6.6,0.25,0.36,8.1,0.045,0.054,0.18,995.8,3.08,0.42,9.2,5,white
7.1,0.18,0.26,1.3,0.041,0.02,0.071,992.6,3.04,0.74,9.9,6,white
6.6,0.35,0.29,14.4,0.044,0.054,0.177,999.1,3.17,0.58,8.9,6,white
7.3,0.22,0.5,13.7,0.049,0.056,0.189,999.4,3.24,0.66,9,6,white
8.1,0.26,0.33,11.1,0.052,0.0525,0.158,997.6,3.03,0.49,10.2,7,white
7.6,0.13,0.34,9.3,0.062,0.04,0.126,996.6,3.21,0.39,9.6,5,white
7,0.12,0.19,4.9,0.055,0.027,0.127,995.3,3.29,0.41,9.4,5,white
8.2,0.37,0.27,1.7,0.028,0.01,0.059,992.3,2.97,0.48,10.4,5,white
7.6,0.26,0.36,1.6,0.032,0.006,0.106,993,3.15,0.4,10.4,4,white
6.3,0.2,0.58,1.4,0.204,0.015,0.097,993.1,3.16,0.43,10,6,white
6.3,0.22,0.57,1.4,0.208,0.014,0.096,993.2,3.16,0.43,10,6,white
7.1,0.25,0.28,1.6,0.052,0.046,0.169,992.6,3.05,0.41,10.5,5,white
7,0.27,0.32,6.8,0.047,0.047,0.193,993.8,3.23,0.39,11.4,6,white
8.8,0.34,0.33,9.7,0.036,0.046,0.172,996.6,3.08,0.4,10.2,5,white
9.2,0.27,0.34,10.5,0.043,0.049,0.228,997.4,3.04,0.41,10.4,6,white
7.1,0.49,0.22,2,0.047,0.1465,0.3075,992.4,3.24,0.37,11,3,white
9.2,0.71,0.23,6.2,0.042,0.015,0.093,994.8,2.89,0.34,10.1,6,white
7.2,0.47,0.65,8.3,0.083,0.027,0.182,996.4,3,0.35,9.2,5,white
6.8,0.28,0.36,1.6,0.04,0.025,0.087,992.4,3.23,0.66,10.3,6,white
8.8,0.34,0.33,9.7,0.036,0.046,0.172,996.6,3.08,0.4,10.2,5,white
9.2,0.27,0.34,10.5,0.043,0.049,0.228,997.4,3.04,0.41,10.4,6,white
7.3,0.13,0.27,4.6,0.08,0.034,0.172,993.8,3.23,0.39,11.1,7,white
7.2,0.16,0.35,1.2,0.031,0.027,0.084,992.8,3.33,0.34,9.9,5,white
6.8,0.31,0.32,7.6,0.052,0.035,0.143,995.9,3.14,0.38,9,5,white
8.3,0.36,0.57,15,0.052,0.035,0.256,"1,000.1",2.93,0.64,8.6,5,white
6.8,0.31,0.32,7.6,0.052,0.035,0.143,995.9,3.14,0.38,9,5,white
8.3,0.36,0.57,15,0.052,0.035,0.256,"1,000.1",2.93,0.64,8.6,5,white
6.3,0.25,0.44,11.6,0.041,0.048,0.195,996.8,3.18,0.52,9.5,5,white
6,0.45,0.42,1.1,0.051,0.061,0.197,993.2,3.02,0.4,9,5,white
8.1,0.26,0.3,7.8,0.049,0.039,0.152,995.4,2.99,0.58,10,6,white
6.4,0.22,0.32,12,0.066,0.057,0.158,999.2,3.6,0.43,9,6,white
5.7,0.45,0.42,1.1,0.051,0.061,0.197,993.2,3.02,0.4,9,5,white
7.2,0.19,0.31,1.4,0.046,0.037,0.135,993.9,3.34,0.57,10.2,7,white
6.7,0.31,0.44,6.7,0.054,0.029,0.16,995.2,3.04,0.44,9.6,5,white
8,0.25,0.13,17.2,0.036,0.049,0.219,999.6,2.96,0.46,9.7,5,white
9.9,1.005,0.46,1.4,0.046,0.034,0.185,996.6,3.02,0.49,10.2,4,white
8.1,0.31,0.36,8.2,0.028,0.029,0.142,992.5,3.01,0.34,13,7,white
8.1,0.24,0.38,4.3,0.044,0.049,0.172,996,3.37,0.74,10.8,6,white
8,0.25,0.13,17.2,0.036,0.049,0.219,999.6,2.96,0.46,9.7,5,white
6.4,0.29,0.28,11.1,0.063,0.066,0.169,997.3,2.89,0.57,9,5,white
7.2,0.15,0.33,1.1,0.027,0.016,0.063,993.7,3.37,0.4,9.9,5,white
7,0.12,0.32,7.2,0.058,0.022,0.089,996.6,3.29,0.38,9.2,6,white
7.4,0.32,0.55,16.6,0.056,0.053,0.238,"1,001.7",2.96,0.58,8.7,6,white
8.5,0.17,0.31,1,0.024,0.013,0.091,993,2.79,0.37,10.1,5,white
8.5,0.17,0.31,1,0.024,0.013,0.091,993,2.79,0.37,10.1,5,white
9.5,0.21,0.47,1.3,0.039,0.021,0.123,995.9,2.9,0.64,9.5,5,white
8.2,0.21,0.48,1.4,0.041,0.011,0.099,995.8,3.17,0.57,9.9,5,white
7.4,0.32,0.55,16.6,0.056,0.053,0.238,"1,001.7",2.96,0.58,8.7,6,white
6.8,0.31,0.42,6.9,0.046,0.05,0.173,995.8,3.19,0.46,9,5,white
6.8,0.27,0.28,13.3,0.076,0.05,0.163,997.9,3.03,0.38,8.6,6,white
7.4,0.21,0.3,8.1,0.047,0.013,0.114,994.1,3.12,0.35,10.5,6,white
8,0.23,0.35,9.2,0.044,0.053,0.186,997,3.09,0.56,9.5,7,white
7.6,0.2,0.31,1.4,0.047,0.041,0.142,993.4,3.43,0.53,10.1,6,white
6.3,0.41,0.3,3.2,0.03,0.049,0.164,992.7,3.53,0.79,11.7,7,white
8.3,0.49,0.43,2.5,0.036,0.032,0.116,994.4,3.23,0.47,10.7,6,white
6.3,0.41,0.3,3.2,0.03,0.049,0.164,992.7,3.53,0.79,11.7,7,white
7.6,0.2,0.26,4.5,0.086,0.037,0.133,996.3,3.15,0.42,9.2,5,white
7.5,0.26,0.26,18.35,0.084,0.033,0.139,"1,001.1",3.17,0.39,8.8,5,white
7.5,0.26,0.26,18.35,0.084,0.033,0.139,"1,001.1",3.17,0.39,8.8,5,white
6.8,0.27,0.35,7.8,0.048,0.076,0.197,995.9,3.24,0.43,9.5,6,white
6.8,0.28,0.37,7,0.057,0.035,0.208,997.3,3.57,0.55,10.2,5,white
8.4,0.2,0.27,6.3,0.048,0.03,0.143,996.6,3.25,0.5,9.1,6,white
7.9,0.33,0.26,1.2,0.044,0.023,0.103,993.2,3.19,0.54,10.5,6,white
7.5,0.38,0.5,12.8,0.042,0.057,0.184,998.4,3.09,0.46,9,6,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
8.1,0.19,0.58,16.65,0.049,0.048,0.181,"1,000.6",3.2,0.62,9.1,6,white
7.6,0.16,0.41,1.9,0.047,0.027,0.151,993.7,3.2,0.53,10.1,6,white
8.1,0.22,0.28,7.7,0.043,0.057,0.176,995.4,3.12,0.55,10,5,white
8,0.22,0.32,10.4,0.043,0.063,0.201,997,3.11,0.53,9.5,6,white
7.1,0.33,0.3,3.3,0.034,0.03,0.102,991.2,3.08,0.31,12.3,7,white
6.4,0.43,0.27,1.1,0.054,0.005,0.11,993.9,3.24,0.52,9.1,4,white
7.6,0.2,0.3,14.2,0.056,0.053,0.2125,999,3.14,0.46,8.9,8,white
7,0.12,0.28,6.3,0.057,0.017,0.103,995.7,3.5,0.44,9.6,5,white
7.4,0.3,0.22,5.25,0.053,0.033,0.18,992.6,3.13,0.45,11.6,6,white
7,0.28,0.33,14.6,0.043,0.047,0.168,999.4,3.34,0.67,8.8,6,white
8.4,0.2,0.38,11.8,0.055,0.051,0.17,"1,000.4",3.34,0.82,8.9,6,white
7,0.28,0.33,14.6,0.043,0.047,0.168,999.4,3.34,0.67,8.8,6,white
8.4,0.2,0.38,11.8,0.055,0.051,0.17,"1,000.4",3.34,0.82,8.9,6,white
8.4,0.2,0.38,11.8,0.055,0.051,0.17,"1,000.4",3.34,0.82,8.9,6,white
7.3,0.18,0.31,17.3,0.055,0.032,0.197,"1,000.2",3.13,0.46,9,6,white
6.8,0.31,0.09,1.4,0.04,0.056,0.145,992.2,3.19,0.46,10,5,white
6.7,0.31,0.08,1.3,0.038,0.058,0.147,992.2,3.18,0.46,10,5,white
7.6,0.17,0.35,1.6,0.047,0.043,0.154,993.4,3.36,0.69,11.1,6,white
7.4,0.3,0.22,5.25,0.053,0.033,0.18,992.6,3.13,0.45,11.6,6,white
7.4,0.26,0.31,2.4,0.043,0.058,0.178,994.1,3.42,0.68,10.6,6,white
7,0.28,0.33,14.6,0.043,0.047,0.168,999.4,3.34,0.67,8.8,6,white
8.4,0.2,0.38,11.8,0.055,0.051,0.17,"1,000.4",3.34,0.82,8.9,6,white
5.6,0.18,0.31,1.5,0.038,0.016,0.084,992.4,3.34,0.58,10.1,6,white
7.2,0.15,0.39,1.8,0.043,0.021,0.159,994.8,3.52,0.47,10,5,white
8,0.4,0.33,7.7,0.034,0.027,0.098,993.5,3.18,0.41,12.2,7,white
7,0.25,0.56,2,0.035,0.02,0.095,991.8,3.23,0.53,11,6,white
7.2,0.15,0.39,1.8,0.043,0.021,0.159,994.8,3.52,0.47,10,5,white
6.8,0.18,0.46,1.4,0.064,0.037,0.16,992.4,3.37,0.45,11.1,5,white
6.6,0.32,0.22,16.7,0.046,0.038,0.133,997.9,3.22,0.67,10.4,6,white
9,0.55,0.3,8.1,0.026,0.014,0.071,993,2.94,0.36,11.8,5,white
6.9,0.19,0.39,8,0.028,0.022,0.084,994,3.11,0.66,10.8,6,white
6.3,0.41,0.33,4.7,0.023,0.028,0.11,991,3.3,0.38,12.5,7,white
9,0.55,0.3,8.1,0.026,0.014,0.071,993,2.94,0.36,11.8,5,white
7,0.2,0.34,2.1,0.049,0.012,0.136,992.2,3.25,0.46,11.6,7,white
6.6,0.32,0.22,16.7,0.046,0.038,0.133,997.9,3.22,0.67,10.4,6,white
7.7,0.26,0.34,6.4,0.05,0.036,0.163,993.7,3.19,0.7,11.5,6,white
6.3,0.21,0.28,1.5,0.051,0.046,0.142,992.8,3.23,0.42,10.1,6,white
7.6,0.34,0.39,7.6,0.04,0.045,0.215,996.5,3.11,0.53,9.2,6,white
6.3,0.21,0.28,1.5,0.051,0.046,0.142,992.8,3.23,0.42,10.1,6,white
8,0.43,0.4,12.4,0.168,0.029,0.19,999.1,3.07,0.64,9.2,5,white
7.5,0.3,0.71,1.3,0.16,0.044,0.149,994.8,3.08,0.42,8.9,5,white
6.4,0.26,0.4,1.7,0.179,0.005,0.06,992.5,3.09,0.54,10.1,5,white
6.9,0.32,0.15,8.1,0.046,0.051,0.18,995.8,3.13,0.45,8.9,5,white
8.9,0.21,0.34,7.1,0.037,0.033,0.15,996.2,3.1,0.45,9.7,6,white
7.6,0.34,0.39,7.6,0.04,0.045,0.215,996.5,3.11,0.53,9.2,6,white
9.5,0.42,0.41,2.3,0.034,0.022,0.145,995.1,3.06,0.52,11,6,white
7.6,0.29,0.26,6.5,0.042,0.032,0.16,994.4,3.14,0.47,10.7,5,white
6.5,0.25,0.2,1.4,0.024,0.029,0.101,991.6,3.24,0.54,10.8,6,white
7.2,0.23,0.33,12.7,0.049,0.05,0.183,998.7,3.41,0.4,9.8,5,white
7.9,0.35,0.36,1.6,0.038,0.011,0.124,992.8,3.25,0.48,11,5,white
8.8,0.2,0.28,1.1,0.018,0.018,0.072,992.6,2.97,0.35,10.4,5,white
5.7,0.27,0.32,1.2,0.046,0.02,0.155,993.4,3.8,0.41,10.2,6,white
7.6,0.29,0.26,6.5,0.042,0.032,0.16,994.4,3.14,0.47,10.7,5,white
5.5,0.14,0.27,4.6,0.029,0.022,0.104,994.9,3.34,0.44,9,5,white
8.7,0.24,0.35,0.6,0.042,0.011,0.071,992.6,3.08,0.38,10.6,5,white
6.7,0.3,0.45,10.6,0.032,0.056,0.212,997,3.22,0.59,9.5,6,white
5.5,0.14,0.27,4.6,0.029,0.022,0.104,994.9,3.34,0.44,9,5,white
5.6,0.13,0.27,4.8,0.028,0.022,0.104,994.8,3.34,0.45,9.2,6,white
7.4,0.18,0.34,2.7,0.03,0.03,0.107,992,2.97,0.53,11,6,white
5.7,0.385,0.04,12.6,0.034,0.022,0.115,996.4,3.28,0.63,9.9,6,white
8.7,0.24,0.35,0.6,0.042,0.011,0.071,992.6,3.08,0.38,10.6,5,white
8.3,0.33,0.43,9.2,0.046,0.022,0.126,998.2,3.38,0.47,9.3,5,white
6.8,0.34,0.44,6.6,0.052,0.028,0.156,995.5,3.14,0.41,9.6,5,white
6.8,0.33,0.44,7,0.05,0.029,0.155,995.5,3.14,0.42,9.5,5,white
6.3,0.28,0.24,8.45,0.031,0.032,0.172,995.8,3.39,0.57,9.7,7,white
11.8,0.23,0.38,11.1,0.034,0.015,0.123,999.7,2.93,0.55,9.7,3,white
6.8,0.21,0.27,18.15,0.042,0.041,0.146,"1,000.1",3.3,0.36,8.7,5,white
6.8,0.21,0.27,18.15,0.042,0.041,0.146,"1,000.1",3.3,0.36,8.7,5,white
8.6,0.485,0.29,4.1,0.026,0.019,0.101,991.8,3.01,0.38,12.4,5,white
8.6,0.485,0.29,4.1,0.026,0.019,0.101,991.8,3.01,0.38,12.4,5,white
7.3,0.29,0.29,4.6,0.029,0.027,0.155,993.1,3.07,0.26,10.6,6,white
6.8,0.21,0.27,18.15,0.042,0.041,0.146,"1,000.1",3.3,0.36,8.7,5,white
6.7,0.31,0.31,4.9,0.031,0.02,0.151,992.6,3.36,0.82,12,7,white
7.3,0.29,0.37,8.3,0.044,0.045,0.227,996.6,3.12,0.47,9,5,white
5.7,0.46,0.46,1.4,0.04,0.031,0.169,993.2,3.13,0.47,8.8,5,white
6.8,0.28,0.44,11.5,0.04,0.058,0.223,996.9,3.22,0.56,9.5,5,white
6.7,0.23,0.33,1.8,0.036,0.023,0.096,992.5,3.32,0.4,10.8,6,white
6.9,0.17,0.25,1.6,0.047,0.034,0.132,991.4,3.16,0.48,11.4,5,white
7.6,0.18,0.36,2.4,0.049,0.038,0.123,996,3.6,0.46,10.3,5,white
6.6,0.22,0.28,4.9,0.042,0.051,0.18,995.2,3.3,0.75,9.5,6,white
7.8,0.27,0.28,1.8,0.05,0.021,0.127,993.4,3.15,0.44,9.9,5,white
7.7,0.28,0.29,4.3,0.051,0.025,0.142,993.9,3.16,0.39,10.2,5,white
7.6,0.29,0.29,4.4,0.051,0.026,0.146,993.9,3.16,0.39,10.2,5,white
5.7,0.32,0.18,1.4,0.029,0.026,0.104,990.6,3.44,0.37,11,6,white
7.1,0.33,0.25,1.6,0.03,0.025,0.126,990.1,3.22,0.34,12.1,7,white
7.3,0.34,0.3,1.3,0.057,0.025,0.173,994.8,3.26,0.51,9.1,6,white
6.5,0.19,0.26,5.2,0.04,0.031,0.14,995,3.26,0.68,9.5,6,white
6.6,0.23,0.27,5.6,0.043,0.043,0.164,995.3,3.27,0.76,9.5,5,white
6.6,0.27,0.29,5.3,0.045,0.057,0.189,995.3,3.31,0.79,9.8,5,white
6.6,0.22,0.28,4.9,0.042,0.051,0.18,995.2,3.3,0.75,9.5,6,white
7.6,0.18,0.36,2.4,0.049,0.038,0.123,996,3.6,0.46,10.3,5,white
6.8,0.36,0.32,1.6,0.039,0.01,0.124,994.8,3.3,0.67,9.6,5,white
7,0.22,0.39,2.1,0.055,0.039,0.198,995.1,3.52,0.54,10.2,6,white
5.9,0.17,0.3,1.4,0.042,0.025,0.119,993.1,3.68,0.72,10.5,6,white
7.4,0.45,0.32,7.1,0.044,0.017,0.117,996.2,3.32,0.41,10.4,4,white
6.8,0.36,0.32,1.6,0.039,0.01,0.124,994.8,3.3,0.67,9.6,5,white
7.5,0.42,0.14,10.7,0.046,0.018,0.095,995.9,3.22,0.33,10.7,5,white
7.5,0.33,0.32,11.1,0.036,0.025,0.119,996.2,3.15,0.34,10.5,6,white
9.4,0.3,0.32,10.7,0.029,0.014,0.111,995.8,2.85,0.42,10.6,5,white
7.9,0.17,0.32,1.6,0.053,0.047,0.15,994.8,3.29,0.76,9.6,6,white
7.9,0.17,0.32,1.6,0.053,0.047,0.15,994.8,3.29,0.76,9.6,6,white
8.2,0.17,0.32,1.5,0.05,0.017,0.101,994,3.14,0.58,9.5,5,white
8.3,0.17,0.31,1.5,0.049,0.048,0.153,994.2,3.12,0.58,9.4,6,white
8.7,0.15,0.3,1.6,0.046,0.029,0.13,994.2,3.22,0.38,9.8,6,white
7.9,0.17,0.32,1.6,0.053,0.047,0.15,994.8,3.29,0.76,9.6,6,white
7.2,0.25,0.19,8,0.044,0.051,0.172,996.4,3.16,0.44,9.2,5,white
7.2,0.24,0.19,7.7,0.045,0.053,0.176,995.8,3.17,0.38,9.5,5,white
5.3,0.76,0.03,2.7,0.043,0.027,0.093,993.2,3.34,0.38,9.2,5,white
6.6,0.22,0.53,15.1,0.052,0.022,0.136,998.6,2.94,0.35,9.4,5,white
6.6,0.22,0.53,15.1,0.052,0.022,0.136,998.6,2.94,0.35,9.4,5,white
8.4,0.28,0.4,8.9,0.048,0.033,0.146,998.8,3.4,0.46,9.3,5,white
6.8,0.32,0.34,6,0.05,0.005,0.129,995.3,3.19,0.4,9.1,5,white
6.7,0.24,0.33,12.3,0.046,0.031,0.145,998.3,3.36,0.4,9.5,5,white
7.4,0.18,0.36,13.1,0.056,0.072,0.163,1000,3.42,0.35,9.1,6,white
6,0.16,0.3,6.7,0.043,0.043,0.153,995.1,3.63,0.46,10.6,5,white
6.7,0.24,0.33,12.3,0.046,0.031,0.145,998.3,3.36,0.4,9.5,5,white
6.8,0.28,0.35,2.3,0.042,0.016,0.085,990.6,3.19,0.56,12.4,6,white
6.2,0.34,0.3,11.1,0.047,0.028,0.237,998.1,3.18,0.49,8.7,5,white
6,0.27,0.15,1.5,0.056,0.035,0.128,993.6,3.12,0.45,8.8,5,white
6,0.16,0.3,6.7,0.043,0.043,0.153,995.1,3.63,0.46,10.6,5,white
6.8,0.32,0.34,6,0.05,0.005,0.129,995.3,3.19,0.4,9.1,5,white
8.5,0.24,0.47,15.2,0.057,0.04,0.234,"1,000.5",3.02,0.66,9,5,white
8.1,0.24,0.33,10.2,0.048,0.046,0.141,997.2,3.16,0.48,10.3,6,white
7.4,0.18,0.36,13.1,0.056,0.072,0.163,1000,3.42,0.35,9.1,6,white
7.7,0.23,0.31,10.7,0.038,0.059,0.186,996.9,3.12,0.55,9.5,6,white
6.5,0.22,0.25,17.1,0.05,0.044,0.138,"1,000.1",3.3,0.37,8.8,5,white
6.5,0.22,0.25,17.1,0.05,0.044,0.138,"1,000.1",3.3,0.37,8.8,5,white
6.5,0.22,0.25,17.1,0.05,0.044,0.138,"1,000.1",3.3,0.37,8.8,5,white
5.7,0.33,0.15,1.9,0.05,0.02,0.093,993.4,3.38,0.62,9.9,5,white
7.7,0.23,0.31,10.7,0.038,0.059,0.186,996.9,3.12,0.55,9.5,6,white
6.5,0.22,0.25,17.1,0.05,0.044,0.138,"1,000.1",3.3,0.37,8.8,5,white
6.8,0.2,0.27,1.2,0.034,0.019,0.068,990.2,3.14,0.37,11.7,4,white
7.7,0.26,0.32,1.2,0.04,0.026,0.117,993,3.21,0.56,10.8,5,white
6.4,0.2,0.32,3.1,0.041,0.018,0.126,991.4,3.43,0.42,12,6,white
8,0.16,0.36,1.5,0.033,0.014,0.122,994.1,3.2,0.39,10.3,4,white
6.8,0.25,0.27,10.7,0.076,0.047,0.154,996.7,3.05,0.38,9,5,white
7.7,0.39,0.28,4.9,0.035,0.036,0.109,991.8,3.19,0.58,12.2,7,white
6.9,0.26,0.33,12.6,0.051,0.059,0.173,998,3.39,0.38,9.9,5,white
6.8,0.25,0.27,10.7,0.076,0.047,0.154,996.7,3.05,0.38,9,5,white
7.7,0.39,0.28,4.9,0.035,0.036,0.109,991.8,3.19,0.58,12.2,7,white
6,0.28,0.22,12.15,0.048,0.042,0.163,995.7,3.2,0.46,10.1,5,white
6.5,0.43,0.28,12,0.056,0.023,0.174,998.6,3.31,0.55,9.3,5,white
9.1,0.33,0.38,1.7,0.062,0.0505,0.344,995.8,3.1,0.7,9.5,5,white
5.9,0.5,0.05,2.6,0.054,0.036,0.146,994.8,3.43,0.5,9.2,6,white
6.8,0.28,0.39,1.4,0.036,0.015,0.115,991.8,3.27,0.72,11.7,5,white
7,0.35,0.24,1.9,0.04,0.021,0.144,992.3,3.35,0.38,11,5,white
7.1,0.22,0.32,16.9,0.056,0.049,0.158,999.8,3.37,0.38,9.6,6,white
7.1,0.22,0.32,16.9,0.056,0.049,0.158,999.8,3.37,0.38,9.6,6,white
8.3,0.24,0.27,2.1,0.03,0.022,0.162,991.4,2.99,0.68,11.9,6,white
6.8,0.26,0.32,7,0.041,0.038,0.118,993.9,3.25,0.52,10.8,6,white
7.2,0.16,0.26,7.1,0.054,0.041,0.224,996.6,3.38,0.55,10.1,5,white
7.9,0.18,0.36,5.9,0.058,0.031,0.132,995,3.25,0.52,10.9,6,white
7.2,0.16,0.26,7.1,0.054,0.041,0.224,996.6,3.38,0.55,10.1,5,white
5.5,0.24,0.32,8.7,0.06,0.019,0.102,994,3.27,0.31,10.4,5,white
7.1,0.33,0.64,13.2,0.056,0.012,0.105,997.2,3.05,0.39,9.2,5,white
7.7,0.28,0.35,15.3,0.056,0.031,0.117,999.8,3.27,0.5,9.6,5,white
7.7,0.28,0.35,15.3,0.056,0.031,0.117,999.8,3.27,0.5,9.6,5,white
7.5,0.26,0.52,13.2,0.047,0.064,0.179,998.2,3.1,0.46,9,5,white
6.5,0.14,0.32,2.7,0.037,0.018,0.089,992.4,3.4,0.74,11.5,7,white
8.2,0.21,0.32,10.65,0.053,0.053,0.145,997.2,3.17,0.48,10.2,6,white
7.2,0.2,0.31,10,0.054,0.049,0.165,997,3.4,0.42,9.9,6,white
7.2,0.115,0.3,6.8,0.056,0.026,0.105,995.4,3.44,0.4,9.6,6,white
6.4,0.29,0.2,15.6,0.04,0.02,0.142,996.2,3.1,0.54,10.6,5,white
7.1,0.33,0.64,13.2,0.056,0.012,0.105,997.2,3.05,0.39,9.2,5,white
6.8,0.24,0.34,5.1,0.038,0.031,0.099,992.1,3.24,0.46,11.8,6,white
7,0.24,0.34,3,0.035,0.036,0.102,990.5,3.18,0.43,12.2,6,white
7.7,0.28,0.35,15.3,0.056,0.031,0.117,999.8,3.27,0.5,9.6,5,white
7,0.22,0.33,2.1,0.052,0.015,0.076,993,3.2,0.41,10.6,6,white
7.5,0.18,0.39,1.9,0.054,0.023,0.091,994.1,3.27,0.45,10.3,6,white
9.8,0.93,0.45,8.6,0.052,0.034,0.187,999.4,3.12,0.59,10.2,4,white
7.8,0.29,0.33,8.75,0.035,0.033,0.181,996.2,3.11,0.46,10.7,5,white
7.9,0.28,0.32,3.6,0.038,0.009,0.076,992,3.05,0.31,11.7,4,white
8.5,0.25,0.27,4.7,0.031,0.031,0.092,992.2,3.01,0.33,12,6,white
7.4,0.18,0.27,1.3,0.048,0.026,0.105,994,3.52,0.66,10.6,6,white
6.3,0.24,0.37,1.8,0.031,0.006,0.061,989.7,3.3,0.34,12.2,4,white
6,0.33,0.38,9.7,0.04,0.029,0.124,995.4,3.47,0.48,11,6,white
6.8,0.37,0.28,4,0.03,0.029,0.079,990,3.23,0.46,12.4,7,white
9.9,0.49,0.23,2.4,0.087,0.019,0.115,994.8,2.77,0.44,9.4,6,white
8.5,0.25,0.27,4.7,0.031,0.031,0.092,992.2,3.01,0.33,12,6,white
8.4,0.22,0.28,18.8,0.028,0.055,0.13,998,2.96,0.35,11.6,5,white
7,0.35,0.31,1.8,0.069,0.015,0.162,994.4,3.18,0.47,9.4,5,white
7,0.35,0.31,1.8,0.069,0.015,0.162,994.4,3.18,0.47,9.4,5,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
6.9,0.32,0.13,7.8,0.042,0.011,0.117,996,3.23,0.37,9.2,5,white
7.6,0.32,0.58,16.75,0.05,0.043,0.163,999.9,3.15,0.54,9.2,5,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.229,998.6,3.14,0.49,9.1,7,white
7.4,0.19,0.3,12.8,0.053,0.0485,0.212,998.6,3.14,0.49,9.1,7,white
6.9,0.32,0.13,7.8,0.042,0.011,0.117,996,3.23,0.37,9.2,5,white
6,0.34,0.24,5.4,0.06,0.023,0.126,995.1,3.25,0.44,9,7,white
7.6,0.32,0.58,16.75,0.05,0.043,0.163,999.9,3.15,0.54,9.2,5,white
7.7,0.24,0.31,1.3,0.047,0.033,0.106,993,3.22,0.55,10.8,6,white
8,0.36,0.43,10.1,0.053,0.029,0.146,998.2,3.4,0.46,9.5,6,white
7.4,0.29,0.25,3.8,0.044,0.03,0.114,992,3.11,0.4,11,6,white
6.6,0.32,0.27,10.9,0.041,0.037,0.146,996.3,3.24,0.47,10,5,white
6.3,0.3,0.24,6.6,0.04,0.038,0.141,995,3.22,0.47,9.5,5,white
6.4,0.33,0.24,9.8,0.041,0.029,0.109,995.6,3.29,0.47,10.1,6,white
7.5,0.18,0.31,11.7,0.051,0.024,0.094,997,3.19,0.44,9.5,7,white
6.5,0.39,0.81,1.2,0.217,0.014,0.074,993.6,3.08,0.53,9.5,5,white
6.8,0.25,0.18,1.4,0.056,0.013,0.137,993.5,3.11,0.42,9.5,5,white
6.4,0.18,0.32,9.6,0.052,0.024,0.09,996.3,3.35,0.49,9.4,6,white
7.1,0.18,0.32,12.2,0.048,0.036,0.125,996.7,2.92,0.54,9.4,6,white
7.6,0.27,0.42,2.6,0.044,0.029,0.11,991.2,3.31,0.51,12.7,6,white
9.2,0.23,0.35,10.7,0.037,0.034,0.145,998.1,3.09,0.32,9.7,5,white
7.9,0.28,0.41,4.9,0.058,0.031,0.153,996.6,3.27,0.51,9.7,6,white
